symbol,month,txdate,entry_date,mcap,value,value_od,value_10,pct_cap,pct_cap_od,n_tx,n_insiders,n_od,stake_inc,ceo_cfo,director_only,r3m,r6m,r12m,r3m_QQQ,r6m_QQQ,r12m_QQQ,r3m_IWM,r6m_IWM,r12m_IWM,r3m_SPY,r6m_SPY,r12m_SPY
NEE,2015-02,2015-02-24,2015-02-25,47553103440,99977.366000,99977.366000,0,0.000210,0.000210,1,1,1,0.717557,0,1,-0.020844,-0.004690,0.151120,0.026668,-0.044581,-0.034417,0.018982,-0.077344,-0.152800,0.009496,-0.072536,-0.056919
CROX,2015-03,2015-03-04,2015-03-06,896544000,228064.000000,228064.000000,0,0.025438,0.025438,2,2,2,0.019091,1,0,0.322496,0.218805,-0.122144,0.019892,-0.044555,-0.012484,0.038093,-0.061639,-0.088247,0.015403,-0.063186,-0.013361
OGE,2015-03,2015-03-04,2015-03-06,6328140000,31700.000000,31700.000000,0,0.000501,0.000501,1,1,1,,0,1,-0.043125,-0.142060,-0.134957,0.019892,-0.044555,-0.012484,0.038093,-0.061639,-0.088247,0.015403,-0.063186,-0.013361
D,2015-03,2015-03-10,2015-03-10,40717954000,1294831.160500,1294831.160500,0,0.003180,0.003180,4,1,4,0.174396,0,1,-0.026150,0.010507,0.081251,0.024131,-0.001856,0.001547,0.037598,-0.033259,-0.099296,0.021439,-0.027876,-0.007264
ARI,2015-03,2015-03-10,2015-03-11,830194018,83840.000000,83840.000000,0,0.010099,0.010099,2,1,2,0.070646,0,1,0.039474,0.009868,0.046053,0.044078,-0.007364,0.005704,0.044074,-0.050302,-0.112101,0.036112,-0.038598,-0.004085
ASRV,2015-02,2015-02-27,2015-03-16,55421940,95863.639287,95863.639287,0,0.172971,0.172971,9,6,9,0.263019,1,0,0.101382,0.082949,0.055300,0.016553,-0.008992,0.009502,0.020874,-0.063658,-0.126093,0.006965,-0.051483,-0.010680
CBZ,2015-03,2015-03-16,2015-03-16,432832540,44774.590711,44774.590711,0,0.010345,0.010345,3,3,3,0.423980,0,0,0.046719,0.116796,0.119021,0.016553,-0.008992,0.009502,0.020874,-0.063658,-0.126093,0.006965,-0.051483,-0.010680
HASI,2015-03,2015-03-16,2015-03-18,475477161,2330.900000,2330.900000,0,0.000490,0.000490,1,1,1,0.029748,0,0,0.122388,0.087562,0.124378,0.013335,-0.003132,0.006364,0.015722,-0.055075,-0.115918,0.005062,-0.039922,-0.007593
ASRV,2015-03,2015-03-16,2015-03-20,56364490,688.449732,688.449732,0,0.001221,0.001221,1,1,1,0.001970,0,1,0.107477,0.116822,0.042056,0.014833,-0.024754,0.003909,0.017857,-0.074834,-0.119477,0.006817,-0.061694,-0.006473
FIVE,2015-04,2015-04-01,2015-04-02,1976485414,108033.000000,108033.000000,0,0.005466,0.005466,1,1,1,0.228781,1,0,0.097744,-0.052910,0.151768,0.029281,-0.023073,0.061148,-0.002783,-0.119284,-0.095631,0.009108,-0.059902,0.023762
AUBN,2015-04,2015-04-08,2015-04-08,91512160,5871.968500,5871.968500,0,0.006417,0.006417,7,7,7,0.027616,0,0,0.063642,0.073659,0.130819,-0.002958,-0.004895,0.033860,-0.023590,-0.081091,-0.121268,-0.011822,-0.031525,0.001565
CBZ,2015-04,2015-04-15,2015-04-17,466445520,823.577568,823.577568,0,0.000177,0.000177,2,2,2,0.000241,0,0,0.089912,0.214912,0.121711,0.073869,0.024623,0.060429,0.014960,-0.065787,-0.076194,0.026778,-0.012578,0.027763
ASRV,2015-04,2015-04-15,2015-04-21,61103160,689.539812,689.539812,0,0.001128,0.001128,1,1,1,0.001780,0,1,0.055556,0.047009,-0.042735,0.056568,0.005838,0.034927,-0.003961,-0.073416,-0.082074,0.015181,-0.021162,0.023864
AIG,2015-05,2015-05-05,2015-05-05,77091127228,248188.640000,248188.640000,0,0.000322,0.000322,1,1,1,0.906780,0,1,0.076888,0.058290,-0.037650,0.039073,0.075311,-0.011843,0.014351,-0.013682,-0.070608,0.007212,0.020252,0.002366
ACRE,2015-05,2015-05-12,2015-05-13,331358598,144975.500000,144975.500000,0,0.043752,0.043752,2,1,2,1.500000,1,0,0.122807,0.140351,0.052632,0.025579,0.052467,-0.009063,-0.016236,-0.036813,-0.085803,-0.000402,-0.000861,0.004591
CROX,2015-05,2015-05-14,2015-05-15,1346909998,296602.000000,296602.000000,0,0.022021,0.022021,2,2,2,0.018733,1,0,-0.048132,-0.405953,-0.410386,0.010720,0.007047,-0.014690,-0.022442,-0.070881,-0.088928,-0.009418,-0.036991,-0.005844
HASI,2015-05,2015-05-15,2015-05-18,752611550,33213.118900,33213.118900,0,0.004413,0.004413,2,2,2,0.026163,1,0,-0.037833,-0.162511,0.041273,0.014725,0.017097,-0.031327,-0.023116,-0.073324,-0.113454,-0.006900,-0.025283,-0.018100
CBZ,2015-05,2015-05-15,2015-05-19,462488400,823.426128,823.426128,0,0.000178,0.000178,2,2,2,0.000192,0,0,0.042508,0.078640,0.086079,0.010685,0.018797,-0.026810,-0.029719,-0.075734,-0.107675,-0.009505,-0.025743,-0.017539
FARM,2015-05,2015-05-19,2015-05-20,390143520,23997.000000,23997.000000,0,0.006151,0.006151,1,1,1,0.093119,0,1,-0.063519,0.211868,0.151275,0.003362,0.037769,-0.032430,-0.041493,-0.061824,-0.116440,-0.016646,-0.009569,-0.020213
MAC,2015-05,2015-05-19,2015-05-20,13166678069,502874003.570000,0,502874003.570000,3.819293,0.000000,9,1,0,0.064063,0,1,-0.005445,0.028811,-0.035390,0.003362,0.037769,-0.032430,-0.041493,-0.061824,-0.116440,-0.016646,-0.009569,-0.020213
NOG,2015-05,2015-05-19,2015-05-20,407500800,1212905.000000,1212905.000000,0,0.297645,0.297645,2,1,2,0.054536,0,0,-0.288584,-0.217236,-0.331769,0.003362,0.037769,-0.032430,-0.041493,-0.061824,-0.116440,-0.016646,-0.009569,-0.020213
ATEC,2015-05,2015-05-20,2015-05-22,142930932,47500.000000,47500.000000,0,0.033233,0.033233,3,2,3,0.161114,0,0,-0.575980,-0.830882,-0.852941,-0.070986,0.041154,-0.027173,-0.071641,-0.054544,-0.097751,-0.066606,-0.007300,-0.015902
AXGN,2015-05,2015-05-27,2015-05-29,76030400,10493.250000,10493.250000,0,0.013801,0.013801,3,1,3,0.011472,1,0,0.594771,0.797386,0.816993,-0.038051,0.043586,0.013441,-0.062716,-0.027531,-0.058236,-0.051547,0.002569,0.015070
BRTX,2015-05,2015-05-27,2015-05-29,22582800,11250933.500000,50000.000000,11200933.500000,49.820808,0.221407,2,2,1,3.629302,0,0,-0.062500,-0.517045,-0.546591,-0.038051,0.043586,0.013441,-0.062716,-0.027531,-0.058236,-0.051547,0.002569,0.015070
ASRV,2015-05,2015-05-29,2015-06-01,63177650,2916.936583,2916.936583,0,0.004617,0.004617,4,2,4,0.002681,0,1,-0.008230,0.008230,-0.024691,-0.053191,0.037431,0.010047,-0.069123,-0.034887,-0.061215,-0.061183,-0.003646,0.012988
HGBL,2015-05,2015-05-28,2015-06-01,8743240,234000.000000,234000.000000,0,2.676353,2.676353,5,5,5,2.641868,1,0,0.000000,-0.531250,-0.418687,-0.053191,0.037431,0.010047,-0.069123,-0.034887,-0.061215,-0.061183,-0.003646,0.012988
AAME,2015-05,2015-05-29,2015-06-02,78177400,125285.780000,0,125285.780000,0.160258,0.000000,3,1,0,0.019308,0,1,-0.074586,0.223757,-0.055249,-0.079842,0.051087,0.013340,-0.097493,-0.030362,-0.056732,-0.088276,0.006900,0.016138
AXGN,2015-06,2015-06-03,2015-06-05,77276800,35453.000000,35453.000000,0,0.045878,0.045878,5,2,5,0.228856,0,0,0.506329,0.677215,0.844937,-0.063190,0.058314,0.021495,-0.096072,-0.054121,-0.051632,-0.077396,0.009423,0.029074
ARL,2015-06,2015-06-05,2015-06-08,77603350,36043.750000,36043.750000,0,0.046446,0.046446,1,1,1,0.000740,0,1,0.418838,-0.030060,0.222445,-0.026943,0.064341,0.029356,-0.071137,-0.064005,-0.044461,-0.048390,0.009481,0.037058
INFU,2015-05,2015-05-29,2015-06-11,70949313,58838.000000,58838.000000,0,0.082930,0.082930,8,3,8,0.600000,1,0,-0.116719,-0.063091,-0.100946,-0.040274,0.039083,0.004265,-0.088429,-0.087331,-0.067649,-0.070050,-0.017370,0.013839
ATOS,2015-06,2015-06-12,2015-06-15,35160966,7020.000000,7020.000000,0,0.019965,0.019965,1,1,1,1.350000,0,1,-0.273438,-0.726562,-0.773438,-0.025128,0.036386,0.009046,-0.082804,-0.108594,-0.074790,-0.058044,-0.019828,0.016197
AAME,2015-06,2015-06-15,2015-06-16,76737290,35600.000000,0,35600.000000,0.046392,0.000000,1,1,0,0.012289,0,1,-0.055718,0.296188,0.000000,-0.018994,0.037089,0.000700,-0.079020,-0.102067,-0.080666,-0.051479,-0.014962,0.009230
CBZ,2015-06,2015-06-15,2015-06-17,465456240,823.452080,823.452080,0,0.000177,0.000177,2,2,2,0.000196,0,0,0.068376,0.107906,0.129274,-0.016250,0.049546,0.000897,-0.069701,-0.087012,-0.079410,-0.044757,-0.002118,0.010646
ASRV,2015-06,2015-06-15,2015-06-22,61857520,11043.549850,11043.549850,0,0.017853,0.017853,2,2,2,0.077916,1,0,0.021186,0.012712,-0.016949,-0.043035,0.008627,-0.018135,-0.098967,-0.121329,-0.093130,-0.067984,-0.037586,0.005038
HGBL,2015-06,2015-06-22,2015-06-23,7897120,1050.000000,1050.000000,0,0.013296,0.013296,1,1,1,0.041667,1,0,0.500000,0.050000,0.100000,-0.058086,0.014497,-0.021256,-0.114447,-0.115164,-0.098584,-0.080722,-0.029472,0.002715
INFU,2015-06,2015-06-23,2015-06-23,73858907,165392.010000,39433.440000,125958.570000,0.223930,0.053390,10,3,4,0.625000,1,0,-0.175758,-0.112121,-0.160606,-0.058086,0.014497,-0.021256,-0.114447,-0.115164,-0.098584,-0.080722,-0.029472,0.002715
MERC,2015-06,2015-06-19,2015-06-23,903474729,4209000.000000,2104500.000000,2104500.000000,0.465868,0.232934,2,1,1,0.066210,0,0,-0.239334,-0.339230,-0.407908,-0.058086,0.014497,-0.021256,-0.114447,-0.115164,-0.098584,-0.080722,-0.029472,0.002715
ARL,2015-07,2015-07-06,2015-07-06,73693051,65512.500000,0,65512.500000,0.088899,0.000000,2,2,0,0.000672,0,0,0.477895,0.160000,0.385263,-0.018136,0.022267,0.008463,-0.082062,-0.104578,-0.071827,-0.034929,-0.016652,0.030055
DY,2015-07,2015-07-02,2015-07-07,2152275597,160350.000000,160350.000000,0,0.007450,0.007450,1,1,1,0.042370,0,1,0.118252,0.082867,0.366097,-0.025128,0.017992,0.014273,-0.089312,-0.103625,-0.066078,-0.044225,-0.021161,0.029753
AUBN,2015-07,2015-07-15,2015-07-16,96721650,5824.044000,5824.044000,0,0.006021,0.006021,7,7,7,0.024045,0,0,0.004970,0.096632,0.101049,-0.035870,-0.065245,0.009889,-0.082399,-0.188497,-0.037371,-0.041864,-0.085819,0.038701
CBZ,2015-07,2015-07-15,2015-07-17,512186400,823.465152,823.465152,0,0.000161,0.000161,2,2,2,0.000185,0,0,0.114688,-0.034205,0.082495,-0.045858,-0.107385,0.001815,-0.079557,-0.198114,-0.031493,-0.038329,-0.106181,0.040587
ASRV,2015-07,2015-07-15,2015-07-27,62833770,689.749840,689.749840,0,0.001098,0.001098,1,1,1,0.001684,0,1,-0.004049,-0.076923,-0.060729,0.026692,-0.067074,0.044223,-0.043063,-0.172061,0.017664,0.006206,-0.082420,0.070878
FLNT,2015-07,2015-07-29,2015-07-30,157126200,443831.350000,119005.350000,324826.000000,0.282468,0.075739,9,5,6,4.000000,1,0,-0.422967,-0.540670,-0.504306,0.018106,-0.084915,0.039504,-0.049802,-0.178968,0.005649,-0.004267,-0.092962,0.052227
INFU,2015-07,2015-07-31,2015-07-31,70489385,84293.450000,0,84293.450000,0.119583,0.000000,6,1,0,0.004532,0,0,-0.133758,-0.108280,-0.038217,0.014734,-0.064754,0.046239,-0.059270,-0.156648,0.001030,-0.007066,-0.069402,0.052934
EMR,2015-08,2015-08-07,2015-08-10,32200193147,197620.000000,197620.000000,0,0.000614,0.000614,1,1,1,0.075003,0,1,-0.024632,-0.040696,0.128782,0.020329,-0.129268,0.059625,-0.025634,-0.199089,0.025064,-0.006664,-0.109592,0.058612
TRST,2015-08,2015-08-10,2015-08-12,585172500,118432.300000,118432.300000,0,0.020239,0.020239,2,2,2,0.097610,1,0,0.060162,-0.086451,0.183013,0.026218,-0.120287,0.071583,-0.020917,-0.195548,0.033391,-0.000459,-0.103227,0.069296
ARL,2015-08,2015-08-05,2015-08-13,103943800,32893.750000,0,32893.750000,0.031646,0.000000,1,1,0,0.000675,0,0,-0.172519,-0.349618,-0.111450,0.017801,-0.120181,0.073958,-0.036488,-0.201598,0.037932,-0.013221,-0.113813,0.069667
CBZ,2015-08,2015-08-17,2015-08-17,511151680,813.827036,813.827036,0,0.000159,0.000159,2,2,2,0.000180,0,0,0.033401,0.066802,0.146761,0.002337,-0.095540,0.062135,-0.051396,-0.181259,0.022149,-0.018510,-0.088734,0.057410
HASI,2015-08,2015-08-13,2015-08-17,707060754,362706.075000,362706.075000,0,0.051298,0.051298,3,3,3,1.285087,0,0,-0.129580,-0.059875,0.253798,0.002337,-0.095540,0.062135,-0.051396,-0.181259,0.022149,-0.018510,-0.088734,0.057410
HRI,2015-08,2015-08-14,2015-08-17,1542988841,3938559.000000,3938559.000000,0,0.255255,0.255255,5,4,5,1.187648,1,0,-0.182967,-0.567762,-0.414933,0.002337,-0.095540,0.062135,-0.051396,-0.181259,0.022149,-0.018510,-0.088734,0.057410
ATEC,2015-08,2015-08-12,2015-08-24,67568757,119228.800000,119228.800000,0,0.176456,0.176456,8,6,8,0.994036,1,0,-0.596491,-0.657895,-0.456140,0.162129,0.054668,0.207318,0.064993,-0.074471,0.140298,0.109058,0.039433,0.180581
CDXS,2015-08,2015-08-24,2015-08-25,145944890,117837.000000,117837.000000,0,0.080741,0.080741,2,1,2,0.079921,0,1,0.126471,0.214706,0.252941,0.165505,0.041266,0.204005,0.081024,-0.075987,0.139589,0.123743,0.038494,0.188561
CROX,2015-08,2015-08-24,2015-08-25,992648000,219683.000000,219683.000000,0,0.022131,0.022131,2,2,2,0.127262,1,0,-0.176737,-0.300604,-0.339124,0.165505,0.041266,0.204005,0.081024,-0.075987,0.139589,0.123743,0.038494,0.188561
INFU,2015-08,2015-08-24,2015-08-25,62199025,115585.000000,38542.800000,77042.200000,0.185831,0.061967,14,3,5,0.036092,1,0,0.063433,0.179104,0.011194,0.165505,0.041266,0.204005,0.081024,-0.075987,0.139589,0.123743,0.038494,0.188561
ARI,2015-08,2015-08-24,2015-08-26,965715823,949169.540000,949169.540000,0,0.098287,0.098287,3,1,3,0.225919,0,1,0.085987,0.060510,0.108280,0.110596,0.000843,0.144407,0.062436,-0.090174,0.113613,0.082033,0.004626,0.143774
AGM,2015-08,2015-08-25,2015-08-27,253423440,4889.790000,4889.790000,0,0.001929,0.001929,2,1,2,0.019216,0,1,0.282452,0.401442,0.744591,0.084643,-0.014381,0.117720,0.047868,-0.097848,0.091915,0.057121,-0.007704,0.114060
BDCO,2015-08,2015-08-25,2015-08-27,49655559,6563.220000,0,6563.220000,0.013217,0.000000,4,1,0,2.718310,1,0,0.361386,0.163366,-0.492574,0.084643,-0.014381,0.117720,0.047868,-0.097848,0.091915,0.057121,-0.007704,0.114060
GLPI,2015-08,2015-08-25,2015-08-27,3537169770,445960.000000,445960.000000,0,0.012608,0.012608,2,2,2,0.283106,0,1,-0.099870,-0.143969,0.168612,0.084643,-0.014381,0.117720,0.047868,-0.097848,0.091915,0.057121,-0.007704,0.114060
FLNT,2015-08,2015-08-27,2015-08-28,98636160,314327.000000,31392.000000,282935.000000,0.318673,0.031826,9,2,2,0.186567,0,0,0.180741,-0.231111,-0.266667,0.084866,-0.015411,0.119490,0.037539,-0.101165,0.086727,0.057057,-0.010051,0.119470
ED,2015-08,2015-08-31,2015-09-04,18426339000,2315.648100,2315.648100,0,0.000013,0.000013,1,1,1,0.002757,1,0,0.032111,0.196741,0.301462,0.129700,0.040047,0.166454,0.046410,-0.038760,0.121583,0.094102,0.052376,0.161923
HGBL,2015-09,2015-09-03,2015-09-04,8393100,20070.000000,20070.000000,0,0.239125,0.239125,2,1,2,0.521061,0,0,-0.500000,-0.336667,0.500000,0.129700,0.040047,0.166454,0.046410,-0.038760,0.121583,0.094102,0.052376,0.161923
ARL,2015-09,2015-09-04,2015-09-08,101756326,35145.250000,0,35145.250000,0.034539,0.000000,1,1,0,0.000677,0,0,-0.329096,-0.392655,-0.194915,0.093915,-0.002996,0.135138,0.002094,-0.072996,0.103410,0.053706,0.016221,0.133414
AVNS,2015-09,2015-09-04,2015-09-08,1441779690,340600.000000,340600.000000,0,0.023624,0.023624,2,2,2,0.142769,1,0,0.046110,-0.135767,0.181876,0.093915,-0.002996,0.135138,0.002094,-0.072996,0.103410,0.053706,0.016221,0.133414
NEE,2015-09,2015-09-04,2015-09-08,43102880828,379200.000000,379200.000000,0,0.000880,0.000880,3,1,3,0.221976,0,1,0.031816,0.207899,0.327482,0.093915,-0.002996,0.135138,0.002094,-0.072996,0.103410,0.053706,0.016221,0.133414
CDXS,2015-09,2015-09-11,2015-09-15,146342560,34711.000000,34711.000000,0,0.023719,0.023719,1,1,1,0.035683,0,1,0.118310,0.045070,0.163380,0.057169,0.006828,0.099868,-0.025025,-0.077061,0.056703,0.038499,0.030158,0.097365
CBZ,2015-09,2015-09-15,2015-09-16,516842640,823.521643,823.521643,0,0.000159,0.000159,2,2,2,0.000184,0,0,0.037000,0.022000,0.108000,0.066883,0.010134,0.110762,-0.018608,-0.078468,0.060156,0.044638,0.027142,0.098742
GLBZ,2015-09,2015-09-15,2015-09-16,32835129,11900.000000,11900.000000,0,0.036242,0.036242,1,1,1,0.003524,0,1,-0.001222,-0.099022,-0.127139,0.066883,0.010134,0.110762,-0.018608,-0.078468,0.060156,0.044638,0.027142,0.098742
AAME,2015-09,2015-09-17,2015-09-18,69179040,52500.000000,0,52500.000000,0.075890,0.000000,1,1,0,0.017991,0,1,0.273775,0.178674,-0.123919,0.045730,0.025383,0.120954,-0.033827,-0.045966,0.076808,0.029487,0.057387,0.115446
ASRV,2015-09,2015-09-15,2015-09-21,60946870,7154.699765,7154.699765,0,0.011739,0.011739,3,3,3,0.023317,1,0,-0.008299,-0.074689,0.029046,0.053985,0.026122,0.119443,-0.024818,-0.046546,0.074155,0.032615,0.053386,0.109748
ASRV,2015-08,2015-08-17,2015-09-21,62079010,2945.698562,2945.698562,0,0.004745,0.004745,3,1,3,0.002798,0,1,-0.008299,-0.074689,0.029046,0.053985,0.026122,0.119443,-0.024818,-0.046546,0.074155,0.032615,0.053386,0.109748
HEI,2015-09,2015-09-21,2015-09-23,3412495312,1249512.720000,1109932.120000,139580.600000,0.036616,0.032526,20,11,18,4.769231,1,0,0.111431,0.232730,0.437500,0.084277,0.035540,0.155980,0.014819,-0.048112,0.125761,0.070508,0.061387,0.146009
FIVE,2015-09,2015-09-29,2015-10-01,1797289122,3333312.000000,3333312.000000,0,0.185463,0.185463,3,2,3,0.310308,1,0,-0.056160,0.215525,0.184652,0.097649,0.074772,0.174433,0.037599,0.022328,0.157346,0.067445,0.081605,0.150043
FLNT,2015-09,2015-09-30,2015-10-01,203263200,31118.610000,18997.200000,12121.410000,0.015310,0.009346,4,4,3,2.278689,1,0,0.048571,-0.171429,-0.272857,0.097649,0.074772,0.174433,0.037599,0.022328,0.157346,0.067445,0.081605,0.150043
ED,2015-09,2015-09-30,2015-10-05,19600420000,132095.700000,132095.700000,0,0.000674,0.000674,12,11,12,0.586568,1,0,-0.029572,0.169167,0.126549,0.041149,0.048435,0.134531,-0.024529,-0.019968,0.104906,0.018938,0.050803,0.105032
PTN,2015-10,2015-10-02,2015-10-05,6254343000,16340.000000,16340.000000,0,0.000261,0.000261,2,1,2,0.047083,0,1,-0.139241,-0.316456,-0.253165,0.041149,0.048435,0.134531,-0.024529,-0.019968,0.104906,0.018938,0.050803,0.105032
ARL,2015-10,2015-10-06,2015-10-06,106563600,35291.550000,0,35291.550000,0.033118,0.000000,1,1,0,0.000679,0,0,-0.220798,-0.293447,0.086895,0.044231,0.043200,0.144035,-0.015716,-0.024492,0.119094,0.024131,0.043919,0.113719
CBZ,2015-10,2015-10-15,2015-10-16,576793440,823.527385,823.527385,0,0.000143,0.000143,2,2,2,0.000143,0,0,-0.133574,-0.077617,0.001805,-0.064484,0.029538,0.092620,-0.128804,-0.018600,0.058484,-0.070556,0.033576,0.067328
AUBN,2015-10,2015-10-19,2015-10-20,96539500,5862.913800,5862.913800,0,0.006073,0.006073,7,7,7,0.023481,0,0,0.090011,0.040615,0.076290,-0.062944,0.028020,0.101571,-0.140968,-0.010836,0.068496,-0.068558,0.045001,0.077723
ASRV,2015-10,2015-10-15,2015-10-21,61896880,689.249694,689.249694,0,0.001114,0.001114,1,1,1,0.001752,0,1,-0.077551,-0.085714,0.004082,-0.060109,0.035240,0.107028,-0.124066,0.005956,0.081870,-0.074777,0.052492,0.082402
INFU,2015-10,2015-10-30,2015-11-03,61245211,100131.460000,0,100131.460000,0.163493,0.000000,11,1,0,0.005051,0,0,0.060932,0.197133,-0.032258,-0.109009,-0.075120,0.012708,-0.148996,-0.049956,-0.008245,-0.093367,-0.011989,0.015495
ED,2015-10,2015-10-31,2015-11-05,19277900000,18387.653200,18387.653200,0,0.000095,0.000095,9,8,9,0.025053,1,0,0.106226,0.179871,0.171837,-0.111174,-0.078992,0.001793,-0.144880,-0.061773,-0.006982,-0.082841,-0.013741,0.013797
ARL,2015-11,2015-11-05,2015-11-09,83490000,71941.500000,0,71941.500000,0.086168,0.000000,2,1,0,0.000682,0,0,-0.204380,-0.153285,0.217153,-0.146616,-0.062059,0.042803,-0.178018,-0.049011,0.024847,-0.103618,0.000516,0.051150
CMS,2015-11,2015-11-06,2015-11-09,9450240000,102495.000000,102495.000000,0,0.001085,0.001085,1,1,1,0.196066,0,1,0.167334,0.222178,0.257406,-0.146616,-0.062059,0.042803,-0.178018,-0.049011,0.024847,-0.103618,0.000516,0.051150
FARM,2015-11,2015-11-10,2015-11-12,481405837,14735.000000,14735.000000,0,0.003061,0.003061,1,1,1,0.069070,0,1,-0.093630,0.010094,0.171250,-0.135569,-0.049183,0.045125,-0.171363,-0.032274,0.125899,-0.101940,0.019689,0.079338
AAME,2015-11,2015-11-11,2015-11-13,98864434,48400.000000,0,48400.000000,0.048956,0.000000,1,1,0,0.011782,0,1,-0.086560,-0.173121,-0.209567,-0.104869,-0.033708,0.055293,-0.149557,-0.031703,0.149960,-0.073053,0.022269,0.092435
CAR,2015-11,2015-11-12,2015-11-16,4038705000,406500.000000,406500.000000,0,0.010065,0.010065,1,1,1,,0,1,-0.305062,-0.369997,0.006891,-0.097649,-0.035464,0.054800,-0.136899,-0.027839,0.143684,-0.071549,0.016828,0.084431
CROX,2015-11,2015-11-12,2015-11-16,683048376,394517.500000,394517.500000,0,0.057758,0.057758,3,3,3,0.225790,1,0,-0.044990,-0.048057,-0.143149,-0.097649,-0.035464,0.054800,-0.136899,-0.027839,0.143684,-0.071549,0.016828,0.084431
CBZ,2015-11,2015-11-16,2015-11-18,527693640,823.528710,823.528710,0,0.000156,0.000156,2,2,2,0.000148,0,0,0.016393,-0.014465,0.166827,-0.095179,-0.062786,0.047923,-0.134555,-0.050630,0.135540,-0.070428,-0.007317,0.071800
INFU,2015-11,2015-11-19,2015-11-20,63947206,118960.890000,22557.640000,96403.250000,0.186030,0.035275,16,2,4,0.033584,1,0,0.062500,0.131944,-0.322917,-0.109598,-0.064397,0.046998,-0.136314,-0.044619,0.144275,-0.077243,-0.007297,0.074450
ASRV,2015-11,2015-11-16,2015-11-23,61519459,689.599856,689.599856,0,0.001121,0.001121,1,1,1,0.001697,0,1,-0.037815,-0.029412,0.113445,-0.092470,-0.062879,0.053300,-0.130954,-0.050367,0.149046,-0.062778,-0.007533,0.077788
CLAR,2015-11,2015-11-20,2015-11-23,147812080,105551.880000,105551.880000,0,0.071410,0.071410,3,2,3,1.473292,1,0,-0.088452,-0.108108,0.302211,-0.092470,-0.062879,0.053300,-0.130954,-0.050367,0.149046,-0.062778,-0.007533,0.077788
AAP,2015-11,2015-11-23,2015-11-24,11914029060,200244.000000,200244.000000,0,0.001681,0.001681,1,1,1,,0,1,-0.095513,-0.084173,0.049729,-0.106597,-0.043284,0.049929,-0.145243,-0.037864,0.147864,-0.075862,0.004047,0.076945
ARES,2015-11,2015-11-30,2015-12-01,1695477921,6306959.828000,6306959.828000,0,0.371987,0.371987,24,5,24,0.466672,0,0,-0.141280,0.026490,0.280353,-0.078500,-0.036006,0.031776,-0.120847,-0.033707,0.115005,-0.054086,0.007079,0.068585
MERC,2015-10,2015-10-22,2015-12-02,678957179,358613.040000,0,358613.040000,0.052818,0.000000,1,1,0,0.013901,0,0,-0.135402,-0.105783,-0.031030,-0.072550,-0.029985,0.020148,-0.102217,-0.016649,0.121576,-0.039998,0.019627,0.075647
PTN,2015-11,2015-11-19,2015-12-03,5472550125,1305.000000,1305.000000,0,0.000024,0.000024,1,1,1,0.117647,0,1,-0.289855,-0.289855,-0.173913,-0.058308,-0.011258,0.039835,-0.077287,0.007876,0.140199,-0.022574,0.037198,0.091458
