yr,ticker,g,sec,mb,cr,r40,mc,mom,ret,qqq
2007,RRX,CIC,Indu,0.257,0.879,0.230,0.551,8.2,-22.1,-0.8
2007,RS,CIC,Basi,0.169,0.838,0.927,0.859,38.6,15.9,-2.4
2007,RUSHA,CIC,Cons,0.068,0.733,0.522,0.018,13.9,33.7,0.6
2007,RVTY,NOC,Heal,0.305,0.444,0.485,0.809,27.6,-0.3,-0.2
2007,RYN,NOC,Real,0.513,0.228,0.510,0.715,12.3,0.1,1.0
2007,SAH,CIC,Cons,0.009,0.077,0.185,0.456,27.5,-34.7,1.1
2007,SAM,NOC,Cons,0.303,0.289,0.392,0.123,-0.7,1.6,-2.7
2007,SANM,NOC,Tech,0.014,0.260,0.171,0.617,-5.4,-37.8,12.6
2007,SBAC,NOC,Real,0.788,0.569,0.688,0.827,22.3,2.6,-3.5
2007,SBCF,NOC,Fina,0.866,0.711,0.768,0.091,-27.1,-57.9,-0.7
2007,SBGI,NOC,Comm,0.663,0.353,0.567,0.435,72.4,-36.9,-1.4
2007,SBS,NOC,Util,0.342,0.925,0.260,0.913,26.6,31.9,17.8
2007,SBSI,NOC,Fina,0.720,0.050,0.403,0.023,-12.8,-5.6,2.9
2007,SFNC,NOC,Fina,0.638,0.134,0.574,0.062,-10.9,-5.0,6.4
2007,SGI,CIC,Cons,0.508,0.273,0.515,0.369,44.1,-32.7,-1.0
2007,SHEN,NOC,Comm,0.560,0.098,0.558,0.030,0.1,-2.6,6.8
2007,SHO,NOC,Real,0.278,0.829,0.481,0.588,0.2,-42.9,-0.7
2007,SHOO,CIC,Cons,0.599,0.312,0.683,0.185,-27.2,-41.3,0.9
2007,SIG,CIC,Cons,0.843,0.834,0.497,0.934,19.2,-50.9,0.4
2007,SIMO,NOC,Tech,0.469,0.856,0.815,0.187,14.3,-16.4,0.7
2007,SJM,NOC,Cons,0.203,0.574,0.246,0.777,2.2,-3.2,-1.6
2007,SKY,CIC,Cons,0.175,0.544,0.032,0.556,-0.1,-25.0,10.0
2007,SLAB,NOC,Tech,0.162,0.433,0.182,0.604,3.5,-11.3,0.7
2007,SM,CIC,Ener,0.934,0.841,0.444,0.387,2.2,-3.5,-3.3
2007,SMG,CIC,Basi,0.913,0.185,0.059,0.884,21.4,-37.1,0.6
2007,SNPS,NOC,Tech,0.367,0.410,0.421,0.909,35.0,-12.5,-2.9
2007,SQM,CIC,Basi,0.321,0.226,0.770,0.970,50.9,35.2,-12.8
2007,SR,NOC,Util,0.979,0.713,0.093,0.230,-0.7,0.4,1.5
2007,SRCE,NOC,Fina,0.793,0.797,0.929,0.198,-8.8,-33.9,-2.6
2007,SSB,NOC,Fina,0.827,0.538,0.724,0.014,-1.8,-17.7,-1.1
2007,SSD,CIC,Basi,0.424,0.453,0.187,0.558,24.2,-24.0,-2.2
2007,SSYS,NOC,Tech,0.836,0.169,0.727,0.055,37.2,15.1,-2.5
2007,STE,NOC,Heal,0.116,0.084,0.326,0.574,6.4,6.2,0.8
2007,STLD,CIC,Basi,0.474,0.827,0.861,0.854,40.4,47.4,1.4
2007,STN,CIC,Indu,0.986,0.804,0.936,0.408,32.0,33.4,-4.5
2007,STRA,NOC,Cons,0.460,0.005,0.788,0.590,13.3,30.5,-0.2
2007,SUI,NOC,Real,0.540,0.139,0.387,0.162,-2.9,-37.6,-1.0
2007,SWBI,CIC,Indu,0.465,0.506,0.745,0.080,-2.6,-64.0,0.6
2007,SWK,CIC,Indu,0.130,0.310,0.670,0.948,6.2,-11.9,0.5
2007,SWKS,NOC,Tech,0.786,0.182,0.214,0.412,30.4,5.9,5.3
2007,SXI,CIC,Indu,0.260,0.460,0.109,0.043,2.5,-35.3,-1.2
2007,SYNA,NOC,Tech,0.483,0.861,0.877,0.314,24.7,-9.2,0.6
2007,TAC,NOC,Util,0.544,0.212,0.052,0.964,4.4,42.7,4.9
2007,TBBK,NOC,Fina,0.907,0.913,0.916,0.039,-5.5,-55.1,-0.6
2007,TCOM,CIC,Cons,0.585,0.941,0.950,0.692,53.3,62.3,-4.0
2007,TDY,NOC,Tech,0.048,0.355,0.631,0.494,-4.7,28.8,0.9
2007,TFII,CIC,Indu,0.806,0.756,0.100,0.399,-16.0,-28.2,-1.2
2007,THC,NOC,Heal,0.057,0.034,0.077,0.838,-14.1,-38.1,1.0
2007,TK,CIC,Ener,0.740,0.424,0.057,0.929,38.7,-22.5,0.7
2007,TKR,CIC,Indu,0.358,0.485,0.030,0.629,-9.7,-2.5,-0.2
2007,TOWN,NOC,Fina,0.800,0.371,0.763,0.137,-3.3,-23.9,-0.2
2007,TPC,CIC,Indu,0.027,0.920,0.829,0.276,36.5,28.0,-2.8
2007,TRMK,NOC,Fina,0.665,0.467,0.713,0.576,-11.2,-30.2,1.3
2007,TRN,CIC,Indu,0.590,0.419,0.380,0.736,36.6,-31.5,-2.3
2007,TRST,NOC,Fina,0.927,0.595,0.613,0.251,-9.8,-7.0,2.0
2007,TSCO,CIC,Cons,0.105,0.244,0.294,0.649,2.0,-30.2,0.5
2007,TTEK,CIC,Indu,0.330,0.772,0.305,0.380,0.6,4.7,0.8
2007,TTMI,NOC,Tech,0.702,0.882,0.961,0.134,-2.2,-16.0,-4.0
2007,TYL,NOC,Tech,0.522,0.298,0.533,0.166,6.1,1.7,1.7
2007,UBSI,NOC,Fina,0.768,0.362,0.531,0.517,-3.4,-20.1,0.5
2007,UCB,NOC,Fina,0.847,0.267,0.695,0.483,7.4,-56.4,-0.4
2007,UCTT,NOC,Tech,0.385,0.993,0.977,0.016,39.9,-31.7,0.2
2007,UFPI,CIC,Basi,0.039,0.542,0.062,0.330,-1.1,-31.3,-0.7
2007,UGP,CIC,Ener,0.380,0.276,0.383,0.640,40.1,38.6,0.1
2007,UHS,NOC,Heal,0.369,0.180,0.349,0.818,-3.7,-11.5,1.9
2007,ULH,CIC,Indu,0.378,0.658,0.337,0.105,8.8,-26.3,-2.1
2007,UMBF,NOC,Fina,0.790,0.349,0.626,0.547,2.8,6.7,2.8
2007,UNFI,NOC,Cons,0.005,0.057,0.312,0.499,5.7,-28.1,-1.8
2007,UPBD,NOC,Tech,0.991,0.068,0.333,0.651,2.8,-43.5,1.8
2007,URBN,CIC,Cons,0.490,0.394,0.503,0.923,37.9,19.1,0.4
2007,URI,CIC,Indu,0.681,0.476,0.164,0.772,23.4,-33.0,-1.1
2007,UTI,NOC,Cons,0.492,0.207,0.342,0.221,37.5,-40.9,-1.1
2007,VECO,NOC,Tech,0.287,0.137,0.364,0.182,-5.8,-27.9,-0.2
2007,VIAV,NOC,Tech,0.923,0.845,0.292,0.679,-1.2,-41.1,1.2
2007,VLY,NOC,Fina,0.825,0.130,0.426,0.800,-0.6,-22.5,-1.6
2007,VMI,CIC,Indu,0.114,0.360,0.301,0.515,8.0,47.9,0.6
2007,VSAT,NOC,Tech,0.150,0.264,0.374,0.355,27.9,-37.1,1.3
2007,VSH,NOC,Tech,0.337,0.401,0.296,0.761,-1.2,-24.4,1.5
2007,WAB,CIC,Indu,0.364,0.437,0.412,0.579,27.5,3.0,-3.5
2007,WABC,NOC,Fina,0.670,0.503,0.697,0.519,-3.1,-1.5,2.4
2007,WAL,NOC,Fina,0.838,0.672,0.371,0.337,2.4,-62.1,1.5
2007,WBD,NOC,Comm,0.296,0.991,0.241,0.982,11.3,40.6,2.1
2007,WBS,NOC,Fina,0.884,0.588,0.690,0.770,3.6,-39.5,1.1
2007,WCC,CIC,Indu,0.141,0.173,0.376,0.850,10.1,-43.8,0.4
2007,WCN,CIC,Indu,0.212,0.041,0.606,0.638,10.3,2.7,-0.2
2007,WDC,NOC,Tech,0.173,0.082,0.651,0.875,15.9,15.6,1.2
2007,WEN,CIC,Cons,0.954,0.986,0.321,0.544,14.3,-54.9,1.0
2007,WGO,CIC,Cons,0.323,0.093,0.175,0.383,4.8,-40.8,-0.9
2007,WLK,CIC,Basi,0.759,0.690,0.089,0.642,2.8,-40.6,-1.7
2007,WLYB,NOC,Comm,0.002,0.011,0.453,0.661,4.2,-1.9,-4.0
2007,WNC,CIC,Indu,0.374,0.339,0.180,0.144,14.3,-43.5,-0.1
2007,WOR,CIC,Indu,0.446,0.237,0.169,0.394,21.0,-21.9,-2.4
2007,WPM,CIC,Basi,0.941,0.870,0.998,0.743,12.6,49.6,-4.0
2007,WRB,NOC,Fina,1.000,0.055,0.424,0.977,-6.3,-11.6,-1.7
2007,WSBC,NOC,Fina,0.565,0.522,0.419,0.210,-0.1,-28.4,3.2
2007,WSFS,NOC,Fina,0.813,0.232,0.711,0.082,2.2,-26.9,-1.0
2007,WSO,CIC,Indu,0.011,0.492,0.159,0.501,13.5,-28.1,-0.1
2007,WST,NOC,Heal,0.417,0.472,0.528,0.565,19.3,-18.7,-2.1
2007,WTFC,NOC,Fina,0.852,0.749,0.048,0.424,-10.8,-33.8,0.7
2007,WTI,CIC,Ener,0.551,0.688,0.938,0.665,-2.4,31.8,3.9
2007,WWW,CIC,Cons,0.226,0.002,0.362,0.540,11.6,-29.1,0.5
2007,XRAY,NOC,Heal,0.030,0.052,0.428,0.986,2.4,33.4,2.7
2007,ZBRA,NOC,Tech,0.312,0.114,0.544,0.747,5.6,-22.6,-1.6
2008,AAP,CIC,Cons,0.030,0.019,0.220,0.868,-8.6,-9.3,-48.3
2008,ABG,CIC,Cons,0.007,0.081,0.151,0.153,-44.8,-83.9,-8.3
2008,ACGL,NOC,Fina,0.754,0.158,0.476,0.984,3.6,-6.6,-41.9
2008,ACLS,NOC,Tech,0.636,0.738,0.032,0.095,147.8,-89.7,-5.2
2008,ADEA,NOC,Tech,0.677,0.937,0.671,0.179,2.4,-70.0,-16.6
2008,ADTN,NOC,Tech,0.049,0.381,0.606,0.543,-8.1,-25.5,-37.4
2008,AEIS,NOC,Tech,0.415,0.717,0.077,0.183,-44.7,-31.8,-33.9
2008,AGI,CIC,Basi,0.891,0.155,0.724,0.304,17.2,-20.0,-53.1
2008,AJG,NOC,Fina,0.972,0.394,0.067,0.705,-12.1,-6.3,-47.8
2008,ALB,CIC,Basi,0.503,0.374,0.318,0.900,8.2,-42.7,-30.6
2008,ALGN,NOC,Heal,0.608,0.684,0.710,0.413,-16.1,-41.8,-30.0
2008,ALGT,CIC,Indu,0.684,0.643,0.868,0.172,-24.9,61.1,-86.5
2008,ALKS,NOC,Heal,0.471,0.919,0.056,0.557,-8.8,-12.4,-38.7
2008,ALV,CIC,Cons,0.077,0.225,0.422,0.777,-15.3,-61.6,-18.7
2008,AMD,NOC,Tech,0.942,0.436,0.012,0.905,-63.8,-64.5,-19.8
2008,AMG,NOC,Fina,0.673,0.348,0.213,0.972,-12.1,-59.6,-20.8
2008,AMN,NOC,Heal,0.051,0.794,0.186,0.193,-44.3,-58.5,-22.5
2008,ANDE,NOC,Cons,0.522,0.789,0.898,0.346,2.4,-63.5,-15.7
2008,ANGO,NOC,Heal,0.172,0.742,0.926,0.144,-13.8,-32.0,-43.0
2008,ARLP,CIC,Ener,0.397,0.316,0.267,0.529,4.9,-5.7,-50.9
2008,AROC,CIC,Ener,0.856,0.979,0.995,0.828,2.3,-75.0,-13.6
2008,ASR,CIC,Indu,0.594,0.749,0.821,0.619,18.1,-46.5,-26.9
2008,ATLC,NOC,Fina,0.963,0.800,0.919,0.209,-68.5,-71.8,-13.6
2008,ATO,NOC,Util,0.536,0.666,0.276,0.766,-10.5,-11.6,-42.9
2008,AVAV,CIC,Indu,0.664,0.601,0.441,0.148,-10.0,50.3,-93.6
2008,AVNT,CIC,Basi,0.548,0.429,0.216,0.232,-14.8,-65.9,-14.7
2008,AXON,CIC,Indu,0.842,0.622,0.930,0.323,38.9,-65.8,-19.8
2008,AZTA,NOC,Heal,0.800,0.900,0.049,0.329,-18.9,-49.2,-20.6
2008,AZZ,CIC,Indu,0.325,0.464,0.791,0.077,27.6,-23.9,-43.6
2008,BAK,CIC,Basi,0.724,0.787,0.923,0.884,9.8,-75.9,-14.7
2008,BALL,CIC,Cons,0.336,0.276,0.350,0.937,-8.2,-5.0,-45.6
2008,BC,CIC,Cons,0.367,0.128,0.181,0.608,-43.3,-82.6,-8.5
2008,BCPC,CIC,Basi,0.789,0.944,0.970,0.063,29.2,-3.4,-52.2
2008,BDC,NOC,Tech,0.589,0.613,0.861,0.687,-9.3,-67.0,-14.6
2008,BELFB,NOC,Tech,0.411,0.480,0.603,0.012,-15.7,-46.9,-24.2
2008,BFH,NOC,Fina,0.896,0.499,0.580,0.791,-37.1,-3.2,-49.2
2008,BHC,NOC,Heal,0.747,0.708,0.028,0.698,-35.5,-18.2,-41.4
2008,BJRI,CIC,Cons,0.919,0.121,0.659,0.079,-25.5,-29.0,-32.4
2008,BKD,NOC,Heal,0.362,0.912,0.209,0.740,-47.9,-84.3,-9.6
2008,BKH,NOC,Util,0.587,0.828,0.608,0.582,4.5,-32.5,-32.6
2008,BKNG,CIC,Cons,0.854,0.353,0.745,0.986,122.3,-32.8,-33.9
2008,BLX,NOC,Fina,0.821,0.995,0.981,0.241,-16.1,-21.9,-20.6
2008,BMA,NOC,Fina,0.752,0.817,0.838,0.575,-37.7,-54.5,-27.8
2008,BMRN,NOC,Heal,0.613,0.968,0.928,0.926,111.7,-52.5,-24.2
2008,BTE,CIC,Ener,0.995,0.715,0.954,0.657,23.9,-59.5,-26.7
2008,BUSE,NOC,Fina,0.805,0.833,0.879,0.276,-12.2,-58.8,-19.4
2008,BWA,CIC,Cons,0.153,0.241,0.483,0.988,23.1,-58.7,-17.6
2008,BYD,CIC,Cons,0.954,0.791,0.852,0.696,-50.5,-83.6,-9.0
2008,CACI,NOC,Tech,0.195,0.146,0.559,0.527,-10.6,0.6,-51.6
2008,CALM,NOC,Cons,0.903,0.668,0.947,0.223,173.1,19.9,-76.9
2008,CASY,CIC,Cons,0.067,0.281,0.548,0.524,1.8,-24.6,-45.5
2008,CATY,NOC,Fina,0.794,0.886,0.979,0.441,-34.1,-38.1,-29.4
2008,CBRE,NOC,Real,0.462,0.784,0.506,0.893,-53.9,-75.4,-9.5
2008,CBRL,CIC,Cons,0.418,0.274,0.244,0.378,-18.5,-53.2,-27.3
2008,CBT,CIC,Basi,0.606,0.339,0.304,0.661,-33.9,-52.1,-24.0
2008,CCBG,NOC,Fina,0.543,0.425,0.346,0.155,-15.7,-51.4,-21.7
2008,CCOI,NOC,Comm,0.770,0.369,0.227,0.387,-15.5,-69.9,-16.5
2008,CCU,NOC,Cons,0.610,0.443,0.835,0.717,0.9,-12.7,-38.5
2008,CDE,CIC,Basi,0.949,0.545,0.269,0.782,2.6,-85.5,-7.9
2008,CENX,CIC,Basi,0.712,0.543,0.253,0.754,22.2,-94.7,-2.7
2008,CFFN,NOC,Fina,0.406,0.397,0.538,0.759,-14.6,29.5,-65.4
2008,CFR,NOC,Fina,0.265,0.042,0.722,0.838,-3.1,-20.6,-39.8
2008,CGNX,NOC,Tech,0.448,0.580,0.596,0.269,-34.6,-14.3,-38.1
2008,CHD,NOC,Cons,0.070,0.211,0.413,0.919,18.4,-1.4,-45.4
2008,CHDN,CIC,Cons,0.947,0.824,0.865,0.271,9.7,-45.3,-33.7
2008,CHE,NOC,Heal,0.355,0.009,0.355,0.490,25.6,-16.9,-35.8
2008,CHH,CIC,Cons,0.392,0.142,0.766,0.689,-16.8,-24.0,-29.7
2008,CIB,NOC,Fina,0.858,0.947,0.991,0.594,5.7,-50.9,-24.5
2008,CIEN,NOC,Tech,0.596,0.176,0.784,0.831,-1.7,-80.8,-10.4
2008,CIGI,NOC,Real,0.578,0.935,0.708,0.123,-6.3,-50.1,-16.3
2008,CLH,CIC,Indu,0.408,0.044,0.508,0.517,31.2,-21.0,-42.6
2008,CLMT,CIC,Basi,0.601,0.501,0.427,0.436,-16.2,-66.7,-16.6
2008,CMC,CIC,Basi,0.348,0.427,0.455,0.912,12.2,-65.6,-15.5
2008,CMCO,CIC,Indu,0.216,0.030,0.448,0.165,-0.2,-53.5,-25.1
2008,CMG,CIC,Cons,0.176,0.144,0.740,0.889,76.4,-55.7,-19.9
2008,CMP,CIC,Basi,0.689,0.703,0.914,0.585,43.7,38.9,-56.2
2008,CNC,NOC,Heal,0.097,0.608,0.230,0.401,-14.0,-9.7,-34.7
2008,CODI,CIC,Indu,0.360,0.977,0.974,0.065,-31.2,-29.4,-34.6
2008,COLB,NOC,Fina,0.912,0.490,0.336,0.515,-37.3,-54.1,-17.9
2008,COO,NOC,Heal,0.798,0.232,0.408,0.587,-26.2,-40.3,-32.4
2008,CPA,CIC,Indu,0.986,0.492,0.002,0.633,-22.0,-27.0,-35.6
2008,CPF,NOC,Fina,0.965,0.747,0.019,0.306,-48.6,-64.1,-17.5
2008,CRAI,CIC,Indu,0.425,0.204,0.599,0.206,-6.3,-47.7,-35.4
2008,CRI,CIC,Cons,0.290,0.596,0.346,0.522,-12.1,-0.1,-30.7
2008,CRK,CIC,Ener,0.643,0.933,0.956,0.566,13.4,23.6,-50.1
2008,CRL,NOC,Heal,0.443,0.392,0.647,0.981,40.8,-58.4,-16.8
2008,CROX,CIC,Cons,0.550,0.930,0.972,0.780,14.6,-96.3,-1.8
2008,CRS,CIC,Basi,0.531,0.311,0.394,0.856,15.8,-73.1,-14.2
2008,CRUS,NOC,Tech,0.434,0.283,0.239,0.088,-43.7,-39.1,-31.3
2008,CSGP,NOC,Real,0.617,0.007,0.775,0.302,-17.4,-25.5,-37.6
2008,CSL,CIC,Basi,0.111,0.664,0.520,0.719,-19.4,-50.6,-23.4
2008,CVBF,NOC,Fina,0.784,0.476,0.415,0.320,-26.7,-7.2,-51.8
2008,CVLT,NOC,Tech,0.037,0.617,0.759,0.374,-3.5,-30.5,-32.1
2008,CW,CIC,Indu,0.063,0.267,0.761,0.643,2.9,-23.3,-34.4
2008,DAC,CIC,Indu,0.659,0.350,0.805,0.534,0.4,-83.5,-8.4
2008,DAKT,NOC,Tech,0.081,0.636,0.334,0.295,-41.7,-55.5,-27.0
2008,DAR,NOC,Cons,0.555,0.807,0.807,0.452,136.1,-68.1,-21.2
2008,DCOM,NOC,Fina,0.763,0.462,0.536,0.288,-14.9,-11.7,-41.5
2008,DDS,CIC,Cons,0.357,0.063,0.118,0.508,-48.3,-79.7,-11.1
2008,DECK,CIC,Cons,0.490,0.735,0.942,0.615,106.2,-56.2,-23.8
2008,DHT,CIC,Indu,0.420,0.413,0.726,0.039,-18.7,-44.9,-20.3
2008,DINO,CIC,Ener,0.803,0.599,0.849,0.789,0.2,-51.7,-21.1
2008,DIOD,NOC,Tech,0.058,0.724,0.610,0.411,-1.8,-67.1,-14.1
2008,DKS,CIC,Cons,0.297,0.260,0.585,0.821,-6.8,-56.9,-28.6
2008,DLB,NOC,Tech,0.599,0.318,0.944,0.998,28.7,-40.3,-30.5
2008,DLX,NOC,Comm,0.074,0.014,0.290,0.478,-21.5,-45.6,-29.4
2008,DMC,NOC,Cons,0.541,0.559,0.357,0.673,82.6,-40.7,-32.0
2008,DMLP,CIC,Ener,0.090,0.805,0.933,0.244,-1.6,-12.0,-17.9
2008,DRH,NOC,Real,0.970,0.981,0.812,0.499,-32.3,-76.0,-13.1
2008,DRI,CIC,Cons,0.350,0.422,0.550,0.914,-27.7,-3.6,-51.4
2008,DXC,NOC,Tech,0.188,0.151,0.459,0.886,-20.9,-4.3,-40.9
2008,DY,CIC,Indu,0.513,0.218,0.223,0.234,-34.8,-68.3,-18.5
2008,EBF,CIC,Indu,0.118,0.174,0.434,0.130,-27.9,-48.2,-21.8
2008,EDU,NOC,Cons,0.898,1.000,0.035,0.761,79.0,-14.4,-49.8
2008,EEFT,NOC,Tech,0.218,0.624,0.889,0.427,-25.2,-63.8,-20.9
2008,EGY,CIC,Ener,0.926,0.914,0.986,0.000,-11.1,3.2,-51.3
2008,ENS,CIC,Indu,0.262,0.390,0.810,0.501,56.1,-61.9,-16.5
2008,ENTG,NOC,Tech,0.520,0.916,0.139,0.362,-31.3,-84.5,-7.0
2008,EPAC,CIC,Indu,0.035,0.016,0.571,0.654,13.7,-71.8,-12.4
2008,EPC,NOC,Cons,0.225,0.253,0.733,0.930,11.9,-53.0,-24.7
2008,EQIX,NOC,Real,0.582,0.541,0.907,0.733,-14.0,-19.4,-38.4
2008,EQT,CIC,Ener,0.668,0.466,0.645,0.903,28.5,-32.0,-33.1
2008,ERIE,NOC,Fina,0.650,0.032,0.295,0.803,-7.5,-38.1,-34.0
2008,ES,NOC,Util,0.877,0.346,0.130,0.949,-6.6,-12.0,-39.1
2008,ESLT,CIC,Indu,0.390,0.306,0.643,0.752,72.8,-24.0,-43.1
2008,EVC,NOC,Comm,0.930,0.626,0.696,0.253,-32.4,-92.9,-3.9
2008,EVRG,NOC,Util,0.487,0.248,0.513,0.682,-14.8,-27.2,-39.7
2008,EWBC,NOC,Fina,0.575,0.768,0.086,0.596,-33.1,-64.0,-18.8
2008,EXP,CIC,Basi,0.831,0.726,0.128,0.592,-30.1,-48.2,-25.0
2008,EXPE,CIC,Cons,0.220,0.304,0.770,0.872,6.4,-64.0,-17.1
2008,FBP,NOC,Fina,0.991,0.965,0.088,0.313,-14.0,-26.4,-33.5
2008,FCF,NOC,Fina,0.334,0.165,0.316,0.332,-17.4,-16.7,-43.6
2008,FCFS,NOC,Fina,0.882,0.645,0.411,0.118,-40.5,8.2,-56.0
2008,FCN,CIC,Indu,0.309,0.445,0.798,0.768,68.8,-34.6,-39.4
2008,FCNCA,NOC,Fina,0.654,0.188,0.397,0.589,-29.4,-23.4,-45.0
2008,FFBC,NOC,Fina,0.731,0.803,0.125,0.086,-32.6,-17.7,-42.4
2008,FFIV,NOC,Tech,0.009,0.077,0.756,0.636,-45.8,6.6,-61.2
2008,FHN,NOC,Fina,0.956,0.777,0.007,0.794,-56.0,-49.9,-27.5
2008,FICO,NOC,Tech,0.271,0.051,0.271,0.462,-46.2,-30.9,-35.0
2008,FIS,NOC,Tech,0.202,0.998,0.664,0.963,-6.1,-20.4,-31.5
2008,FIX,CIC,Indu,0.313,0.265,0.288,0.137,-18.1,-20.0,-43.9
2008,FMC,CIC,Basi,0.316,0.049,0.432,0.863,37.7,-13.6,-37.4
2008,FNB,NOC,Fina,0.510,0.255,0.561,0.336,-23.5,-40.7,-33.9
2008,FNF,NOC,Fina,0.879,0.972,0.021,0.745,-26.1,-10.5,-43.5
2008,FORM,NOC,Tech,0.151,0.650,0.733,0.476,-43.0,-35.0,-31.8
2008,FRO,CIC,Indu,0.900,0.729,0.325,0.882,36.1,-50.2,-26.8
2008,FSS,CIC,Indu,0.545,0.246,0.369,0.239,-25.6,-48.5,-28.3
2008,FTK,CIC,Ener,0.371,0.854,0.773,0.666,-17.8,-90.9,-4.0
2008,FUL,CIC,Basi,0.239,0.258,0.137,0.536,-22.9,-36.5,-37.0
2008,FULT,NOC,Fina,0.657,0.415,0.429,0.677,-24.2,-46.5,-30.0
2008,FUN,CIC,Cons,0.988,0.858,0.063,0.492,-22.4,-55.4,-19.1
2008,FWRD,CIC,Indu,0.267,0.209,0.731,0.364,-3.9,-23.5,-31.0
2008,GBCI,NOC,Fina,0.278,0.780,0.687,0.415,-20.9,-17.4,-40.2
2008,GEO,CIC,Indu,0.288,0.561,0.311,0.541,9.0,-43.1,-27.5
2008,GGAL,NOC,Fina,0.923,0.515,0.668,0.353,-30.8,-69.0,-13.6
2008,GIB,NOC,Tech,0.121,0.288,0.297,0.865,34.3,-23.7,-38.2
2008,GIL,CIC,Cons,0.304,0.522,0.819,0.958,43.2,-70.9,-13.5
2008,GILT,NOC,Tech,0.053,0.401,0.144,0.135,18.8,-69.0,-13.4
2008,GLNG,CIC,Ener,0.715,0.775,0.485,0.561,64.3,-76.6,-13.7
2008,GNTX,CIC,Cons,0.044,0.118,0.650,0.726,-9.8,-45.3,-25.4
2008,GPN,NOC,Fina,0.209,0.005,0.694,0.896,10.0,-25.9,-46.8
2008,GRC,CIC,Indu,0.378,0.325,0.566,0.158,-4.6,-1.4,-44.5
2008,GSAT,NOC,Comm,0.638,0.852,0.026,0.360,-33.9,-94.7,-2.2
2008,HAFC,NOC,Fina,0.933,0.759,0.023,0.097,-59.8,-88.0,-6.3
2008,HBM,CIC,Basi,0.810,0.861,0.487,0.684,-11.3,-73.0,-15.1
2008,HEI,CIC,Indu,0.197,0.355,0.666,0.503,24.8,-29.2,-41.3
2008,HELE,NOC,Cons,0.181,0.097,0.278,0.151,-34.0,0.6,-57.8
2008,HIMX,NOC,Tech,0.485,0.566,0.684,0.420,6.2,-65.6,-18.3
2008,HL,CIC,Basi,0.840,0.928,0.114,0.506,25.8,-83.0,-8.6
2008,HLIO,CIC,Indu,0.244,0.067,0.701,0.111,58.8,-47.8,-29.2
2008,HLIT,NOC,Tech,0.710,0.657,0.450,0.383,5.7,-45.1,-25.4
2008,HLX,CIC,Ener,0.914,0.763,0.673,0.833,-1.6,-91.3,-5.1
2008,HNI,CIC,Cons,0.107,0.309,0.193,0.573,-33.5,-60.1,-16.2
2008,HOMB,NOC,Fina,0.128,0.740,0.524,0.044,-10.6,-18.5,-51.1
2008,HOPE,NOC,Fina,0.742,0.691,0.703,0.002,-36.9,-38.9,-26.2
2008,HP,CIC,Ener,0.169,0.557,0.826,0.940,41.0,-36.9,-30.8
2008,HTGC,NOC,Fina,0.865,0.961,0.998,0.072,-17.1,-49.9,-21.4
2008,HTLD,CIC,Indu,0.937,0.109,0.039,0.555,-8.8,-10.4,-48.5
2008,HUBG,CIC,Indu,0.019,0.104,0.237,0.434,-8.1,-24.2,-31.1
2008,HURN,CIC,Indu,0.343,0.652,0.877,0.399,-9.3,-15.9,-48.5
2008,HWC,NOC,Fina,0.886,0.483,0.439,0.455,-27.5,1.4,-50.9
2008,IAG,CIC,Basi,0.935,0.940,0.886,0.722,2.0,12.8,-63.3
2008,IART,NOC,Heal,0.376,0.701,0.712,0.471,-4.9,-34.7,-53.3
2008,IBOC,NOC,Fina,0.647,0.262,0.441,0.571,-18.8,-51.4,-23.9
2008,ICFI,CIC,Indu,0.814,0.958,0.900,0.026,28.6,-0.8,-56.3
2008,ICUI,NOC,Heal,0.682,0.819,0.148,0.188,-6.5,-18.4,-42.9
2008,IFF,CIC,Basi,0.088,0.116,0.418,0.852,-18.0,-29.4,-34.1
2008,ILMN,NOC,Heal,0.508,0.875,0.840,0.875,56.2,-15.5,-44.7
2008,INDB,NOC,Fina,0.441,0.023,0.399,0.090,-9.1,-61.3,-24.8
2008,IOSP,CIC,Basi,0.580,0.587,0.262,0.074,-39.7,-72.8,-12.9
2008,IPGP,NOC,Tech,0.401,0.452,0.814,0.311,-11.2,-50.4,-29.0
2008,IRS,NOC,Real,0.787,0.863,0.854,0.255,-33.5,-73.8,-13.3
2008,IT,CIC,Indu,0.381,0.135,0.657,0.622,-21.0,-13.3,-38.3
2008,ITRI,NOC,Tech,0.791,0.970,0.993,0.729,24.7,-28.3,-36.1
2008,JHX,CIC,Basi,0.230,0.341,0.111,0.773,-25.1,-41.5,-13.4
2008,JOE,NOC,Real,0.981,0.538,0.030,0.817,-40.0,-43.0,-32.5
2008,KAI,CIC,Indu,0.139,0.615,0.473,0.102,10.3,-72.9,-18.5
2008,KEX,CIC,Indu,0.132,0.160,0.747,0.735,18.7,-42.2,-29.7
2008,KFRC,CIC,Indu,0.146,0.086,0.302,0.030,-39.6,-11.3,-34.3
2008,KLIC,NOC,Tech,0.828,0.812,0.842,0.060,-30.3,-74.8,-13.1
2008,KMX,CIC,Cons,0.012,0.193,0.234,0.965,-18.8,-37.9,-29.7
2008,KNX,CIC,Indu,0.624,0.271,0.378,0.432,-13.5,-21.6,-39.3
2008,KRG,NOC,Real,0.849,0.592,0.531,0.084,-32.4,-74.8,-12.0
