ticker,yr,fecha,f4,sector,ret,ps,mcap,mom,r40,sdmb,sdcr,mb,cr
EVC,2007,2007-02-22,2008-02-28,Communication Services,-32.38,3.2200,939.4,17.72,0.2949,0.03182,0.02834,0.5712,0.0146
EVRG,2007,2007-03-01,2008-02-29,Utilities,-14.77,1.4100,2340.3,12.34,0.1447,0.02507,0.06150,0.7285,0.0092
EVRI,2007,2007-02-08,2008-02-28,desconocido,-66.55,2.4600,1348.4,-1.49,0.3863,0.01415,0.02307,0.2897,0.2299
EWBC,2007,2007-03-01,2008-01-28,Financial Services,-33.11,4.6000,2257.0,-7.44,0.7869,0.05821,0.08586,0.5559,0.4593
EXFO,2007,2007-01-09,2008-01-08,desconocido,-25.84,2.8700,392.5,30.79,0.4729,0.01415,0.08691,0.5716,0.3517
EXP,2007,2007-01-31,2008-01-30,Basic Materials,-30.09,2.5400,2418.7,45.87,0.2684,0.04506,0.14409,0.2821,0.0126
EXPE,2007,2007-02-15,2008-02-07,Consumer Cyclical,6.37,1.6500,3692.0,40.08,0.2612,0.00950,0.05160,0.7708,0.0739
FARM,2007,2007-02-09,2008-02-11,desconocido,7.55,1.4500,301.3,2.68,0.0301,0.02404,0.02948,0.5855,0.0096
FBNC,2007,2007-03-16,2008-01-29,Financial Services,-9.62,2.8400,303.4,1.19,0.5033,0.06151,0.22558,0.5788,0.3070
FCF,2007,2007-01-24,2008-01-23,Financial Services,-17.43,4.6700,986.4,2.35,0.1519,0.04254,0.18649,0.5085,0.0100
FCFS,2007,2007-01-24,2008-01-22,Financial Services,-40.47,2.8200,760.6,13.37,0.6424,0.03540,0.10982,0.5557,0.4661
FCN,2007,2007-02-15,2008-02-28,Industrials,68.77,1.8900,1338.0,30.46,0.5143,0.01838,0.16442,0.4829,0.3076
FCNCA,2007,2007-02-28,2008-02-28,Financial Services,-29.36,1.9700,2174.5,8.30,0.3288,0.05003,0.03648,0.6249,0.1607
FCNCB,2007,2007-02-28,2008-02-28,desconocido,-9.04,2.8700,2155.0,1.72,0.1987,0.05003,0.04072,0.6249,0.0306
FCS,2007,2007-04-01,2008-06-29,desconocido,-29.68,1.0100,2073.5,-2.40,1.0927,0.03917,0.62000,0.2912,0.9829
FFBC,2007,2007-01-26,2008-01-29,Financial Services,-32.59,2.4800,629.8,0.25,0.0976,0.05466,0.17379,0.5872,0.1063
FFIC,2007,2007-03-16,2008-03-17,desconocido,-1.04,3.0400,315.4,-4.04,0.4300,0.04995,0.08836,0.4265,0.2602
FFIV,2007,2007-01-24,2008-01-23,Technology,-45.81,7.4000,3152.3,36.19,0.5884,0.00478,0.13216,0.7790,0.3626
FICO,2007,2007-01-24,2008-01-22,Technology,-46.20,2.9600,2459.2,11.11,0.2424,0.00908,0.05801,0.6611,0.0268
FIS,2007,2007-02-06,2008-02-14,Technology,-6.09,1.0800,4463.2,15.55,2.9619,0.01411,1.40424,0.2782,2.8159
FIX,2007,2007-02-28,2008-02-27,Industrials,-18.07,0.5200,550.2,14.37,0.2739,0.00986,0.06808,0.1700,0.2320
FLWS,2007,2007-01-24,2008-01-24,desconocido,9.62,0.5100,437.7,26.43,0.2779,0.02932,0.02974,0.4607,0.1870
FMC,2007,2007-03-28,2008-02-06,Basic Materials,37.70,1.0500,2464.4,17.30,0.2770,0.01735,0.04138,0.2937,0.1268
FNB,2007,2007-01-18,2008-01-17,Financial Services,-23.48,3.9100,1043.0,2.71,0.0559,0.04865,0.09640,0.5829,-0.1771
FNF,2007,2007-02-05,2008-01-30,Financial Services,-26.12,0.3500,3303.1,14.37,2.2349,0.13711,0.87035,0.8647,2.1392
FORM,2007,2007-01-31,2008-02-05,Technology,-42.95,5.3600,1979.0,-5.99,0.5712,0.04191,0.19506,0.5183,0.3742
FRO,2007,2007-02-26,2008-02-14,Industrials,36.06,1.6200,2574.0,-8.48,0.4502,0.07320,0.26288,0.6000,-0.1810
FSS,2007,2007-02-22,2008-02-27,Industrials,-25.60,0.6600,799.7,6.53,0.2498,0.05101,0.07496,0.1596,0.1963
FTK,2007,2007-05-09,2008-03-17,Energy,-17.81,24.6600,2481.8,192.00,1.2588,0.02248,0.37179,0.4289,1.0713
FUL,2007,2007-01-16,2008-01-15,Basic Materials,-22.91,1.1800,1737.4,21.47,-0.0866,0.01281,0.08750,0.2885,-0.1610
FULT,2007,2007-03-01,2008-02-29,Financial Services,-24.23,3.5700,2653.4,-6.29,0.5544,0.05798,0.07178,0.5966,0.3089
FUN,2007,2007-02-08,2008-02-07,Consumer Cyclical,-22.38,1.8900,1571.3,9.24,0.5205,0.14806,0.28096,0.2564,0.5362
FWRD,2007,2007-02-12,2008-02-11,Industrials,-3.95,2.6700,941.9,-8.14,0.2490,0.01131,0.05137,0.4316,0.0464
GAIA,2007,2007-03-12,2008-03-10,desconocido,46.26,1.6100,353.4,2.80,0.2180,0.06147,0.40728,0.6547,0.1315
GBCI,2007,2007-02-01,2008-01-31,Financial Services,-20.94,5.5700,1170.4,2.13,0.5513,0.02704,0.06659,0.6626,0.2534
GBLI,2007,2007-02-08,2008-02-11,desconocido,-15.91,1.3700,864.2,2.35,0.2784,0.05424,0.62723,0.2923,0.0367
GBX,2007,2007-01-09,2008-01-08,Industrials,-35.40,0.4400,446.2,-3.17,0.3720,0.02685,0.24565,0.1181,0.3234
GCO,2007,2007-03-07,2008-03-13,desconocido,-41.61,0.6700,978.5,5.14,0.2995,0.00713,0.05683,0.4920,0.1737
GEO,2007,2007-02-27,2008-02-13,Industrials,9.04,1.0900,938.4,67.46,0.6379,0.01430,0.23126,0.1502,0.5619
GEOS,2007,2007-02-07,2008-02-08,desconocido,-29.45,3.2100,406.2,17.13,1.3037,0.06176,0.52459,0.4165,1.0421
GES,2007,2007-02-14,2008-03-19,desconocido,-8.37,2.9200,3460.7,117.05,0.4575,0.03036,0.08035,0.4603,0.2522
GGAL,2007,2007-05-10,2008-06-02,Financial Services,-43.71,1.1200,1234.9,47.99,-0.1207,0.04211,0.64605,0.4969,-0.1198
GIB,2007,2007-01-30,2008-02-05,Technology,34.26,0.8200,2503.1,13.96,0.1183,0.00791,0.14503,0.1549,0.0080
GIFI,2007,2007-03-01,2008-02-27,desconocido,-18.34,1.6100,502.6,61.82,0.8375,0.03937,0.51242,0.0735,0.7951
GIL,2007,2007-01-31,2008-01-30,Consumer Cyclical,43.18,3.6100,3029.9,0.65,0.6837,0.02081,0.14231,0.2899,0.5417
GLNG,2007,2007-03-01,2008-02-26,Energy,64.31,4.1900,1004.3,0.54,1.1663,0.02835,0.22800,0.8120,0.6110
GME,2007,2007-03-27,2008-03-18,Consumer Cyclical,55.84,0.9400,4999.8,33.62,0.4798,0.03066,0.50328,0.2407,0.3822
GNTX,2007,2007-01-29,2008-01-29,Consumer Cyclical,-9.83,4.3000,2460.7,20.69,0.3028,0.01388,0.05122,0.3483,0.0813
GPK,2007,2007-02-21,2008-02-29,Consumer Cyclical,-44.10,0.4600,1110.0,48.52,0.0472,0.02225,0.03408,0.1079,0.0293
GPN,2007,2007-01-05,2008-01-03,Financial Services,10.02,3.3800,3329.1,5.55,0.3874,0.02587,0.02025,0.5943,0.1868
GRC,2007,2007-02-15,2008-02-15,Industrials,-4.61,1.7700,479.5,34.55,0.0621,0.02103,0.09817,0.1774,0.0150
GSS,2007,2007-03-14,2008-02-28,desconocido,6.52,6.5300,840.3,6.40,0.1574,0.08864,0.31202,0.2306,0.2055
GT,2007,2007-02-16,2008-02-14,Consumer Cyclical,7.98,0.2200,4456.8,71.64,-0.0279,0.03835,0.04008,0.0900,0.0085
GTN,2007,2007-03-15,2008-03-13,Communication Services,-39.88,1.2100,401.9,28.64,2.3545,0.08579,0.79382,0.4756,2.0279
GXP,2007,2007-03-31,2008-03-31,desconocido,-25.14,0.9800,2724.8,16.98,0.2889,0.02479,0.05896,0.3454,0.1879
HA,2007,2007-02-20,2008-03-03,desconocido,-22.59,0.3400,301.9,9.14,0.0143,0.05480,0.95433,0.2774,0.0759
HAFC,2007,2007-01-30,2008-02-12,Financial Services,-59.76,5.6900,1083.6,10.90,0.1211,0.06337,0.29055,0.6002,-0.2333
HAYN,2007,2007-02-05,2008-02-07,desconocido,-9.54,1.2200,561.8,118.18,0.4711,0.06888,0.08689,0.2791,0.2760
HBM,2007,2007-03-08,2008-03-17,Basic Materials,-11.28,2.4600,2364.7,47.15,1.0681,0.11263,0.30542,0.4784,0.5919
HEI,2007,2007-02-28,2008-02-28,Industrials,24.77,2.3600,985.9,4.90,0.4412,0.01695,0.11532,0.3298,0.2904
HELE,2007,2007-01-09,2008-01-09,Consumer Defensive,-34.02,1.1300,706.9,26.87,0.2173,0.01265,0.25779,0.4286,0.0809
HEP,2007,2007-02-05,2008-02-05,desconocido,-5.72,7.9500,709.1,10.71,0.6450,0.03656,0.19867,0.7233,0.1223
HL,2007,2007-02-21,2008-02-21,Basic Materials,25.77,4.4700,971.9,45.08,1.4869,0.08091,0.65517,0.3473,1.3390
HLIT,2007,2007-01-31,2008-01-29,Technology,5.75,2.9300,725.7,22.30,0.2265,0.04212,0.20951,0.4004,0.1820
HLX,2007,2007-02-26,2008-02-28,Energy,-1.58,2.2500,3075.6,2.49,0.7781,0.03833,0.21269,0.3814,0.4992
HNI,2007,2007-02-07,2008-02-06,Consumer Cyclical,-33.55,0.8800,2358.2,13.86,0.0762,0.01213,0.06594,0.3353,0.0155
HOLX,2007,2007-01-31,2008-01-31,desconocido,16.07,5.6100,3017.8,34.72,1.0181,0.01994,0.29166,0.4556,0.8556
HOPE,2007,2007-03-15,2008-03-14,Financial Services,-36.92,3.6100,473.1,-2.16,1.0059,0.03557,0.18736,0.6036,0.6931
HP,2007,2007-02-01,2008-01-31,Energy,41.02,2.1600,2928.6,22.54,0.8925,0.03442,0.12909,0.4838,0.5130
HSON,2007,2007-02-07,2008-02-06,desconocido,-59.75,0.3000,421.8,8.43,-0.0152,0.01489,0.10042,0.3765,-0.0305
HTGC,2007,2007-02-07,2008-02-07,Financial Services,-17.08,13.4200,330.7,15.87,2.2750,0.04212,0.89953,0.8560,1.9142
HTLD,2007,2007-01-25,2008-01-24,Industrials,-8.82,2.7800,1589.9,3.38,-0.2674,0.05035,0.04134,0.5348,0.0482
HUBG,2007,2007-02-12,2008-02-06,Industrials,-8.12,0.7400,1191.0,34.66,0.0631,0.00735,0.02941,0.1368,0.0115
HUN,2007,2007-02-15,2008-02-22,Basic Materials,12.95,0.3900,4583.9,13.68,-0.1620,0.02682,0.16117,0.1362,-0.1952
HURN,2007,2007-02-22,2008-02-20,Industrials,-9.28,3.1400,1010.8,54.24,0.7482,0.01433,0.11475,0.3751,0.5993
HWC,2007,2007-01-30,2008-01-22,Financial Services,-27.48,4.9000,1608.7,-8.94,0.1501,0.13287,0.22386,0.7032,-0.1151
IAC,2007,2007-02-06,2008-02-06,desconocido,-40.96,0.1500,886.3,35.20,0.0107,0.02860,0.49734,0.4889,0.0170
IAG,2007,2007-03-15,2008-03-28,Basic Materials,1.97,6.1400,1862.5,-11.83,2.1824,0.11118,0.78019,0.3274,2.0754
IART,2007,2007-02-28,2008-05-16,Healthcare,-4.92,2.8500,1195.0,11.66,0.8788,0.02003,0.22887,0.5897,0.7181
IBCP,2007,2007-01-30,2008-03-12,Financial Services,-55.23,2.8400,515.3,-10.23,-0.1399,0.07486,0.16667,0.5101,-0.1676
IBOC,2007,2007-03-01,2008-02-29,Financial Services,-18.80,2.3500,1847.2,-2.66,0.3907,0.06261,0.19405,0.5770,0.1616
ICUI,2007,2007-01-29,2008-01-28,Healthcare,-6.52,2.8900,582.7,-13.34,0.3150,0.06618,0.72442,0.3297,0.2215
IDXG,2007,2007-03-14,2008-03-12,desconocido,-20.67,5.7300,1380.4,-31.88,-0.3314,0.02692,0.12950,0.2289,-0.3132
IESC,2007,2007-02-13,2007-12-13,Industrials,-28.76,0.4100,371.8,51.25,-0.1871,0.02304,0.13884,0.1620,-0.1936
IFF,2007,2007-01-30,2008-01-30,Basic Materials,-17.96,2.0500,4295.5,21.45,0.2436,0.00844,0.05658,0.4101,0.1141
IIIN,2007,2007-01-18,2008-01-17,Industrials,-52.26,0.9400,312.9,-14.71,-0.0309,0.02627,0.16085,0.1954,-0.1654
IIVI,2007,2007-01-23,2008-01-22,desconocido,8.00,7.1800,1783.8,79.54,0.3545,0.02294,0.10486,0.4663,0.1768
ILMN,2007,2007-02-01,2008-02-04,Healthcare,56.17,11.0700,2043.4,23.64,1.9004,0.01422,0.60684,0.6671,1.6261
INDB,2007,2007-02-28,2008-03-14,Financial Services,-9.13,3.0500,450.1,-6.72,0.2673,0.03561,0.04893,0.6123,0.0282
INSG,2007,2007-02-27,2008-02-20,desconocido,8.62,1.7500,381.5,32.37,0.6150,0.04189,0.30310,0.2655,0.5820
IOSP,2007,2007-02-07,2008-02-07,Basic Materials,-39.73,1.2300,654.5,84.19,0.3255,0.02494,0.16505,0.3058,0.3159
IRBT,2007,2007-02-12,2008-02-19,desconocido,0.16,2.5900,489.4,-32.14,0.2709,0.03343,0.29324,0.3726,0.3150
IRBTQ,2007,2007-02-12,2008-02-19,desconocido,0.16,2.5900,489.4,-27.28,0.2709,0.03343,0.29324,0.3726,0.3150
IRS,2007,2007-02-12,2008-02-11,Real Estate,-33.46,4.3800,1008.4,47.25,1.3040,0.04593,0.49662,0.4737,1.0689
ISRG,2007,2007-02-01,2008-01-31,Healthcare,155.62,9.9400,3704.5,-7.85,0.8763,0.01333,0.10582,0.6658,0.5614
IT,2007,2007-02-06,2008-02-07,Industrials,-20.98,2.1300,2258.5,23.89,0.1857,0.01609,0.07795,0.5182,0.0506
ITRI,2007,2007-02-13,2008-02-20,Technology,24.67,2.5600,1648.7,7.55,0.0578,0.01326,0.27402,0.4014,0.0001
IVAC,2007,2007-02-06,2008-02-05,desconocido,-55.07,1.9200,499.0,32.38,1.0516,0.07227,0.29154,0.4079,0.8195
J,2007,2007-01-22,2008-01-21,Industrials,94.14,0.5100,4001.6,6.02,0.2979,0.01609,0.03753,0.1714,0.2525
JAKK,2007,2007-02-26,2008-02-20,desconocido,10.95,0.8900,681.2,42.02,0.5294,0.01850,0.32762,0.3712,0.4333
JCOM,2007,2007-05-07,2008-05-06,desconocido,-30.73,9.3100,1544.1,62.71,1.0834,0.02708,0.11745,0.7970,0.6801
JHX,2007,2007-05-31,2008-03-31,Basic Materials,-25.13,2.3300,3595.0,39.22,-0.6721,0.00887,0.12617,0.3707,-0.0741
JOBS,2007,2007-03-01,2008-03-03,desconocido,14.78,5.1400,452.8,-14.78,0.1554,0.04777,0.19589,0.5657,0.0359
JOE,2007,2007-02-06,2008-02-19,Real Estate,-39.98,5.9300,4449.8,10.86,-0.0097,0.12930,0.19837,0.6489,-0.1841
KAI,2007,2007-02-14,2008-02-13,Industrials,10.35,1.0800,368.9,4.23,0.4544,0.01495,0.29219,0.3859,0.3612
KBH,2007,2007-02-13,2008-01-08,Consumer Cyclical,-68.59,0.3700,4071.4,18.37,0.1110,0.06210,0.12902,0.0901,0.1256
KEGX,2007,2007-08-13,2008-08-06,desconocido,5.29,1.7800,2000.7,-2.74,1.1164,0.05797,0.43346,0.4197,0.9083
KEX,2007,2007-01-24,2008-01-30,Industrials,18.67,1.9900,1958.6,18.71,0.3520,0.00625,0.05804,0.3638,0.1789
KFRC,2007,2007-02-06,2008-02-05,Industrials,-39.61,0.6300,591.2,17.71,0.2580,0.01559,0.13217,0.3529,0.1938
KLIC,2007,2007-01-25,2008-01-24,Technology,-30.26,0.9400,605.3,-3.01,-0.3044,0.02372,0.45896,0.2542,-0.3323
KNX,2007,2007-01-24,2008-01-23,Industrials,-13.45,1.7900,1189.3,14.65,0.2507,0.01859,0.07686,0.5891,0.0628
KRNY,2007,2007-03-31,2008-03-31,Financial Services,-24.19,10.4000,1007.1,-5.17,0.0529,0.07460,0.19194,0.4762,0.0274
KRO,2007,2007-03-13,2008-05-05,Basic Materials,-5.89,1.2000,1535.3,6.40,0.1179,0.02640,0.04877,0.2625,-0.0088
KSPN,2007,2007-03-01,2008-03-06,desconocido,-23.40,0.2600,382.5,-9.09,0.3768,0.06468,0.20967,0.3473,0.2794
LAD,2007,2007-02-15,2008-02-20,Consumer Cyclical,-50.32,0.1800,571.1,18.64,0.1338,0.00527,0.06748,0.1665,0.1007
LAWS,2007,2007-03-31,2008-03-31,desconocido,-25.22,0.6100,315.6,-9.99,0.0199,0.01855,0.07130,0.5886,-0.0057
LBTYA,2007,2007-02-28,2008-02-26,desconocido,33.02,0.4700,3113.5,11.97,0.3617,0.00794,0.34667,0.5662,0.3319
LBTYK,2007,2007-02-28,2008-02-26,Communication Services,30.33,0.4200,2782.3,9.28,0.3617,0.00794,0.34667,0.5662,0.3319
LCI,2007,2007-02-07,2008-02-08,desconocido,-52.00,8.1700,654.2,-8.78,0.5801,0.09221,0.63114,0.2475,0.5048
LCII,2007,2007-02-13,2008-02-13,Consumer Cyclical,-1.29,0.7900,576.1,2.08,-0.1856,0.01025,0.21351,0.2018,-0.2364
LDOS,2007,2007-04-11,2008-03-25,Technology,9.64,0.5800,4777.5,-5.95,0.1531,0.00461,0.01959,0.1272,0.0860
LEU,2007,2007-02-26,2008-02-25,Energy,-39.54,0.7200,1331.0,55.49,0.1078,0.05159,0.42826,0.2080,-0.0100
LFUS,2007,2007-02-06,2008-02-06,Technology,-17.74,1.4800,791.6,0.46,0.4550,0.03869,0.19198,0.2980,0.4128
LGND,2007,2007-03-15,2008-02-20,Healthcare,-63.27,3.2300,549.9,9.51,-0.1610,0.03889,0.33727,0.8279,-0.3044
LHCG,2007,2007-02-28,2008-02-27,desconocido,-25.00,2.3800,509.9,81.63,0.5265,0.02525,0.05941,0.5141,0.3499
LINC,2007,2007-03-07,2008-03-06,Consumer Defensive,0.74,0.9700,311.9,-25.52,0.2492,0.02166,0.04609,0.5928,0.0533
LKQ,2007,2007-02-27,2008-02-27,Consumer Cyclical,106.05,1.4300,1128.8,-5.37,0.5110,0.01011,0.08642,0.4478,0.4212
LNCE,2007,2007-06-30,2008-06-28,desconocido,-22.82,1.0300,758.3,40.42,0.2082,0.01442,0.12008,0.4355,0.1520
LNN,2007,2007-01-08,2007-12-20,Industrials,131.74,1.5300,364.2,7.39,0.3551,0.02786,0.25064,0.2419,0.3045
LNW,2007,2007-03-01,2008-02-28,desconocido,-39.90,3.4700,3113.4,6.87,0.2307,0.01078,0.06043,0.4315,0.1439
LNWO,2007,2007-03-01,2008-02-28,desconocido,-39.90,3.4700,3113.4,4.11,0.2307,0.01078,0.06043,0.4315,0.1439
LORL,2007,2007-03-31,2008-03-31,desconocido,-51.24,1.1600,981.2,70.05,0.4184,0.06213,0.22606,0.2670,0.2823
LSAK,2007,2007-02-07,2008-02-07,desconocido,-12.00,8.3600,1716.1,27.92,0.4515,0.01986,0.07046,0.7796,0.0452
LSCC,2007,2007-01-25,2008-01-24,Technology,-57.36,2.7900,684.8,-10.75,0.0937,0.02649,0.14230,0.5724,0.1452
LYTS,2007,2007-01-25,2008-01-24,Industrials,-34.86,1.3300,405.1,9.32,0.2149,0.01657,0.12591,0.2719,0.1134
LZB,2007,2007-02-13,2008-02-19,Consumer Cyclical,-42.59,0.4100,726.4,5.41,-0.1735,0.01774,0.06467,0.2789,-0.1960
MANT,2007,2007-02-28,2008-02-27,desconocido,30.54,1.0300,1171.3,23.43,0.1912,0.00481,0.07384,0.1678,0.1139
MATV,2007,2007-01-25,2008-01-31,Basic Materials,-4.94,0.6000,393.1,32.00,-0.0826,0.02140,0.03141,0.0878,-0.0519
MATX,2007,2007-02-01,2008-02-05,Industrials,-8.29,0.6900,1110.4,11.68,0.1097,0.02285,0.06944,0.1882,0.0188
MCHX,2007,2007-02-22,2008-02-14,desconocido,-47.81,4.4100,563.4,-7.16,0.1120,0.06994,0.49845,0.5284,0.0940
MCRI,2007,2007-02-20,2008-02-20,Consumer Cyclical,-19.88,3.0400,462.0,27.46,0.2574,0.01829,0.03119,0.5665,0.0547
MCS,2007,2007-03-19,2008-03-19,Communication Services,-23.88,2.2900,683.6,-7.42,0.0523,0.14563,0.16058,0.3657,0.0263
MCY,2007,2007-02-12,2008-02-11,Financial Services,-9.82,0.9100,2883.6,6.01,0.1211,0.02848,0.04105,0.1386,0.0379
MDC,2007,2007-01-25,2008-02-07,desconocido,-22.65,0.6200,2977.1,-10.28,-0.1718,0.05797,0.17620,0.1922,-0.2263
MDRX,2007,2007-02-13,2008-02-13,desconocido,-47.06,5.4900,1251.5,27.61,0.9765,0.03380,0.39348,0.5347,0.8586
MEI,2007,2007-03-02,2008-03-13,Technology,-2.44,1.0000,434.5,22.75,0.1647,0.01826,0.08129,0.1905,0.1078
MEOH,2007,2007-04-02,2008-01-23,Basic Materials,-0.80,1.1300,2382.3,-6.61,0.7700,0.05935,0.23602,0.3515,0.4537
MGI,2007,2007-01-24,2008-03-25,desconocido,-92.07,1.2500,2515.7,15.79,0.3221,0.00792,0.41291,0.5039,0.1939
MGPI,2007,2007-02-08,2008-02-07,desconocido,-59.14,1.0600,362.9,0.66,0.2882,0.05223,0.11205,0.1862,0.1582
MGRC,2007,2007-02-22,2008-02-21,Industrials,-37.32,3.0000,801.2,20.91,0.2141,0.07074,0.23737,0.4716,-0.0896
MHO,2007,2007-02-01,2008-02-07,Consumer Cyclical,-55.70,0.3800,516.5,0.80,0.0709,0.01377,0.17310,0.2383,-0.0502
MIDD,2007,2007-03-08,2008-02-27,Industrials,15.01,1.8400,741.8,45.28,0.4858,0.01473,0.05865,0.3973,0.2777
MKL,2007,2007-01-24,2008-01-24,Financial Services,-13.41,1.9500,4912.1,21.53,0.3765,0.04179,0.12007,0.2815,0.1217
MKSI,2007,2007-02-15,2008-02-07,Technology,-18.69,1.7400,1362.1,18.16,0.7006,0.02239,0.34074,0.4365,0.5475
MLI,2007,2007-02-06,2008-02-05,Industrials,-15.50,0.2500,627.7,-5.92,0.1541,0.02596,0.26395,0.1063,0.1253
MLKN,2007,2007-03-21,2008-03-19,Consumer Cyclical,-23.57,1.3000,2441.0,7.53,0.2447,0.00624,0.05270,0.3300,0.1434
MMLP,2007,2007-03-05,2008-03-05,desconocido,-3.64,0.8000,461.1,9.49,0.0983,0.02344,0.18702,0.2366,0.0303
MMP,2007,2007-01-31,2008-02-05,desconocido,3.66,2.2800,2789.7,28.53,0.1903,0.08154,0.67625,0.2932,-0.0322
MNST,2007,2007-02-27,2008-02-28,Consumer Defensive,26.90,5.6600,3428.7,0.69,0.7798,0.00855,0.15883,0.5314,0.5442
MOD,2007,2007-01-18,2008-02-04,Industrials,-41.60,0.4800,841.3,6.76,0.1767,0.02252,0.13158,0.1688,0.1384
MODG,2007,2007-02-08,2008-01-31,desconocido,7.27,1.1300,1150.2,-2.44,0.0470,0.05480,0.27302,0.3267,0.1644
MOH,2007,2007-02-13,2008-02-13,Healthcare,10.80,0.4300,862.1,-15.77,0.3338,0.02689,0.24061,0.1578,0.2984
MORN,2007,2007-02-22,2008-02-21,Financial Services,27.67,6.9700,2196.8,39.63,0.6666,0.01081,0.07882,0.7259,0.4329
MOV,2007,2007-03-29,2008-03-27,Consumer Cyclical,-24.88,1.4000,746.0,12.88,0.2336,0.00918,0.04597,0.6111,0.1280
MPX,2007,2007-02-07,2008-01-23,desconocido,-9.19,1.3700,358.1,-2.94,0.0576,0.01893,0.10902,0.2110,-0.0210
MSCC,2007,2007-04-01,2008-03-31,desconocido,8.62,3.7400,1542.5,-27.89,0.4088,0.02693,0.06812,0.4317,0.2572
MTEX,2007,2007-03-15,2008-03-17,desconocido,-52.30,0.9700,397.8,6.44,0.1575,0.13608,0.22039,0.4142,0.0527
MTH,2007,2007-01-24,2008-01-28,Consumer Cyclical,-74.53,0.3500,1211.5,7.70,-0.2058,0.04743,0.26157,0.1217,-0.2111
MTRN,2007,2007-02-12,2008-02-08,Basic Materials,-40.23,1.1500,877.5,67.37,0.5408,0.01515,0.18621,0.2334,0.4778
MTRX,2007,2007-01-04,2008-01-09,desconocido,21.80,0.8100,446.6,26.61,0.3913,0.02563,0.17374,0.1316,0.3123
MTX,2007,2007-02-01,2008-01-31,Basic Materials,-8.54,1.1600,1228.8,10.12,0.1104,0.00985,0.05514,0.2050,0.0316
MTZ,2007,2007-03-08,2008-02-27,Industrials,-28.11,0.7700,728.3,-2.55,0.6385,0.05945,0.26174,0.1348,0.6006
MWA,2007,2007-02-01,2008-02-05,Industrials,-44.07,0.8800,1641.1,-3.72,-0.0236,0.08782,1.39345,0.2615,-0.1426
MYE,2007,2007-02-23,2008-02-29,Consumer Cyclical,-31.44,0.7200,621.5,2.66,-0.0866,0.01621,0.13700,0.2663,-0.1604
MYGN,2007,2007-02-06,2008-02-05,desconocido,16.01,10.7700,1427.2,45.89,0.6649,0.02050,0.14970,0.7973,0.3588
NAT,2007,2007-02-14,2008-02-12,Industrials,-16.56,6.2000,954.3,2.25,0.9597,0.15294,0.45047,0.6618,0.5631
NDAQ,2007,2007-02-13,2008-01-31,Financial Services,48.70,2.1500,3563.8,1.97,0.8759,0.11166,0.23563,0.4091,0.7237
NICE,2007,2007-02-21,2008-02-13,Technology,-10.92,4.4700,1831.1,26.80,0.3701,0.01914,0.07601,0.6047,0.2944
NJR,2007,2007-02-07,2008-02-06,Utilities,0.31,0.4700,1352.0,-3.38,-0.2930,0.04283,0.32494,0.1521,-0.3633
NLS,2007,2007-02-07,2008-02-13,desconocido,-73.50,0.7700,523.8,4.00,0.1877,0.02683,0.12061,0.4372,0.0883
NNI,2007,2007-02-09,2008-02-29,Financial Services,-56.80,2.2500,1287.0,-17.90,-0.5058,0.15283,0.94058,0.1960,-0.4757
NOVT,2007,2007-02-27,2008-02-27,Technology,-10.92,1.2600,395.1,-0.11,0.2654,0.02369,0.22895,0.4109,0.1950
NPO,2007,2007-02-15,2008-02-14,Industrials,-22.84,0.8700,807.7,27.05,-0.9483,0.01214,0.06761,0.3252,0.1820
NR,2007,2007-03-08,2008-02-22,desconocido,-24.84,0.8600,574.7,-15.43,-0.0718,0.02762,0.07242,0.1754,0.1297
NS,2007,2007-01-29,2008-01-25,desconocido,-8.91,2.3900,2714.3,13.81,0.2188,0.15208,0.03223,0.3261,0.0342
NTES,2007,2007-04-30,2008-05-21,Technology,32.87,9.0400,2470.0,12.07,0.6932,0.00675,0.28863,0.8139,0.1298
NUVA,2007,2007-02-20,2008-02-19,desconocido,54.22,8.2700,811.2,12.76,0.5055,0.01907,0.09466,0.8309,0.6431
NWPX,2007,2007-03-21,2008-03-05,Industrials,11.97,0.9000,311.9,17.33,0.3589,0.00669,0.13449,0.1665,0.2651
NX,2007,2007-01-31,2008-01-31,Basic Materials,33.73,0.7300,1464.1,28.96,0.0518,0.01884,0.14632,0.1928,-0.0606
OA,2007,2007-03-31,2008-03-31,desconocido,17.75,0.3900,1390.3,13.93,0.2024,0.00877,0.03703,0.1857,0.0997
OFIX,2007,2007-03-06,2008-02-21,desconocido,9.16,2.2100,807.4,7.55,0.5553,0.00805,0.13116,0.7420,0.4470
OGE,2007,2007-02-16,2008-02-28,Utilities,-15.65,0.9100,3645.1,10.58,-0.2648,0.06302,0.34497,0.2602,-0.3161
OII,2007,2007-02-21,2008-02-20,Energy,53.61,1.8200,2330.0,39.25,0.3256,0.03362,0.06641,0.2209,0.1858
OIS,2007,2007-02-07,2008-02-19,Energy,29.31,0.4300,827.0,3.97,0.2345,0.01389,0.20304,0.2297,0.0833
OKE,2007,2007-02-26,2008-02-25,Energy,14.38,0.3400,4100.0,13.33,-0.2807,0.02650,0.92239,0.1536,-0.3468
OLN,2007,2007-01-29,2008-01-28,Basic Materials,6.62,0.3900,1229.2,7.42,0.2949,0.02549,0.10707,0.1085,0.2389
